altlabels,broaderconceptpt,broaderconcepturi,concepttype,concepturi,description,preferredlabel,reuselevel,skilltype
speak Azerbaijani Turkish | interacting verbally in Azerbaijani | communicate verbally in Azerbaijani | verbally interact in Azerbaijani | speak Azerbaijani | be fluent in Azerbaijani | speak Azeri Turkish | speak Azeri,Azerbaijani,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad3711f4-f4d9-41e0-b26d-030247cecde4,Communicate orally in Azerbaijani.,interact verbally in Azerbaijani,transversal,skill/competence
be fluent in Lithuanian | interacting verbally in Lithuanian | verbally interact in Lithuanian | communicate verbally in Lithuanian | speak Lithuanian,Lithuanian,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae5d27b1-7298-4dce-836c-3bb26c2fafda,Communicate orally in Lithuanian.,interact verbally in Lithuanian,transversal,skill/competence
understand written Moldovan | understand written Moldavian | read Romanian | make sense of written Romanian | understand Romanian writing | understanding written Romanian | read Moldavian | interpret written Romanian | read Moldovan | comprehend written Romanian,Romanian,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae72f370-469d-44fa-9f09-408b1c994d2e,Read and comprehend written texts in Romanian.,understand written Romanian,transversal,skill/competence
understand Arabic writing | read Arabic | understanding written Arabic | make sense of written Arabic | comprehend written Arabic | interpret written Arabic,Arabic,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b0964159-d7b2-4f1e-a0d1-5d100445fcdb,Read and comprehend written texts in Arabic.,understand written Arabic,transversal,skill/competence
make sense of spoken Arabic | listen to Arabic | understand Arabic speech | understanding spoken Arabic | interpret spoken Arabic | comprehend spoken Arabic,Arabic,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b22ab5e7-11e1-435e-bdab-0f8decd6a6f4,Comprehend orally expressed Arabic.,understand spoken Arabic,transversal,skill/competence
,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,The Georgian language.,Georgian,transversal,knowledge
correspond in written Hindi | writing Hindi | show competency in written Hindi,Hindi,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2cd801d-803d-41bc-bef3-dea4ddd94bbc,Compose written texts in Hindi.,write Hindi,transversal,skill/competence
,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,The Lithuanian language. Lithuanian is an official and working language of the EU.,Lithuanian,transversal,knowledge
interacting verbally in Italian | verbally interact in Italian | be fluent in Italian | speak Italian | communicate verbally in Italian,Italian,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b45f87e9-66ce-4212-82eb-3a55765bc512,Communicate orally in Italian.,interact verbally in Italian,transversal,skill/competence
correspond in written Sardinian | writing Sardinian | show competency in written Sardinian | write Sard | write Sardu,Sardinian,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b4a5d258-4fe7-4fa5-b58f-d2f8769eb15b,Compose written texts in ​Sardinian.,write Sardinian,transversal,skill/competence
communicate verbally in Bihari | interacting verbally in Bihari | speak Bihari | verbally interact in Bihari | be fluent in Bihari,Bihari,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b4d8c494-4318-42e4-ba6e-0039390a2d7a,Communicate orally in Bihari.,interact verbally in Bihari,transversal,skill/competence
read Standard Chinese | interpret written Chinese | reading Chinese | make sense of written Chinese | read Mandarin | read Cantonese | comprehend written Chinese,Chinese,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b5ff2ded-a91d-468b-afed-f9737f929e86,Compose written texts in Chinese.,write Chinese,transversal,skill/competence
correspond in written Urdu | show competency in written Urdu | writing Urdu,Urdu,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6422189-45f6-4e87-8a9e-7e4aabddf069,Compose written texts in Urdu.,write Urdu,transversal,skill/competence
understand Norwegian writing | read Nynorsk | comprehend written Norwegian | understanding written Norwegian | make sense of written Norwegian | read Norwegian | read Bokmal | understand written Nynorsk | interpret written Norwegian | understand written Bokmal,Norwegian,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b694bab7-6ece-48a8-8a65-2f6d8fd62df2,Read and comprehend written texts in Norwegian.,understand written Norwegian,transversal,skill/competence
comprehend spoken Irish | understand Irish speech | comprehend spoken Gaelic | make sense of spoken Irish | comprehend spoken Irish Gaelic | interpret spoken Irish | listen to Irish | understanding spoken Irish,Irish,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6c39ec1-7da2-46dc-9cec-2f7204066cf3,Comprehend orally expressed Irish.,understand spoken Irish,transversal,skill/competence
listen to Gujarati | make sense of spoken Gujarati | understanding spoken Gujarati | interpret spoken Gujarati | comprehend spoken Gujarati | understand Gujarati speech,Gujarati,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b7385197-5481-4b91-9628-56dadb648f69,Comprehend orally expressed Gujarati.,understand spoken Gujarati,transversal,skill/competence
interpret spoken Javanese | understand Javanese speech | comprehend spoken Javanese | comprehend spoken basa jawa | understanding spoken Javanese | comprehend spoken cara jawa | make sense of spoken Javanese | listen to Javanese,Javanese,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b895feef-e869-48ac-a853-6c31a636721f,Comprehend orally expressed Javanese.,understand spoken Javanese,transversal,skill/competence
understanding spoken Kazakh | listen to Kazakh | interpret spoken Kazakh | make sense of spoken Kazakh | understand Kazakh speech | comprehend spoken Kazakh,Kazakh,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba002311-da5a-4795-933b-1c7d1f0f2f25,Comprehend orally expressed ​Kazakh.,understand spoken Kazakh,transversal,skill/competence
comprehend spoken Macedonian | listen to Macedonian | interpret spoken Macedonian | understand Macedonian speech | understanding spoken Macedonian | make sense of spoken Macedonian,Macedonian,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bad8da46-ec16-48da-b717-e9b9616e3c91,Comprehend orally expressed Macedonian.,understand spoken Macedonian,transversal,skill/competence
make sense of written Italian | read Italian | understanding written Italian | interpret written Italian | understand Italian writing | comprehend written Italian,Italian,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bb691baa-c7c2-41c3-af69-4dc901d22d2f,Read and comprehend written texts in Italian.,understand written Italian,transversal,skill/competence
be fluent in Catalan | interacting verbally in Catalan | speak Catalan | verbally interact in Catalan | communicate verbally in Catalan,Catalan,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bbe65f99-72a8-43a2-b227-9ce1457a8a20,Communicate orally in Catalan.,interact verbally in Catalan,transversal,skill/competence
understand Greek speech | make sense of spoken Greek | comprehend spoken Greek | interpret spoken Greek | understanding spoken Greek | listen to Greek,Greek,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc112354-758e-40eb-930e-9ebdbd5a2f34,Comprehend orally expressed Greek.,understand spoken Greek,transversal,skill/competence
,languages | language,http://data.europa.eu/esco/skill/L1 | http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,The Urdu language.,Urdu,transversal,knowledge
make sense of spoken Latvian | interpret spoken Latvian | understand Latvian speech | comprehend spoken Latvian | understanding spoken Latvian | listen to Latvian,Latvian,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc65ec0c-cdf0-4af3-b79e-c9bfa5abd758,Comprehend orally expressed Latvian.,understand spoken Latvian,transversal,skill/competence
speak Swedish | be fluent in Swedish | communicate verbally in Swedish | interacting verbally in Swedish | verbally interact in Swedish,Swedish,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bdf14dfe-437d-4fb6-95f4-72da1a593384,Communicate orally in Swedish.,interact verbally in Swedish,transversal,skill/competence
interacting verbally in Korean | verbally interact in Korean | speak Korean | communicate verbally in Korean | be fluent in Korean,Korean,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/be5c6fb4-d257-4c98-b5e2-d3866fd0f2c2,Communicate orally in Korean.,interact verbally in Korean,transversal,skill/competence
be fluent in Portuguese | communicate verbally in Portuguese | interacting verbally in Portuguese | verbally interact in Portuguese | speak Portuguese,Portuguese,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/befd434f-bb74-4144-8aa6-28b903b792a0,Communicate orally in Portuguese.,interact verbally in Portuguese,transversal,skill/competence
,languages | language,http://data.europa.eu/esco/skill/L1 | http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,The Vietnamese language.,Vietnamese,transversal,knowledge
communicate verbally in French | interacting verbally in French | speak French | be fluent in French | verbally interact in French,French,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfb5f0b8-0ea0-4e44-a48d-7d876f966758,Communicate orally in French.,interact verbally in French,transversal,skill/competence
speak Estonian | verbally interact in Estonian | communicate verbally in Estonian | be fluent in Estonian | interacting verbally in Estonian,Estonian,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0d6eb4a-636c-43d8-9bec-69f6586c415a,Communicate orally in Estonian.,interact verbally in Estonian,transversal,skill/competence
speak Tamazight | speak Berber | interacting verbally in Berber | be fluent in Berber | communicate verbally in Berber | verbally interact in Berber,Berber,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2cc1a0a-356e-4634-bfd8-94c5d84324ba,Communicate orally in Berber.,interact verbally in Berber,transversal,skill/competence
be fluent in Urdu | verbally interact in Urdu | interacting verbally in Urdu | speak Urdu | communicate verbally in Urdu,Urdu,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c34a8faa-b543-45eb-b088-39baf21c5146,Communicate orally in Urdu.,interact verbally in Urdu,transversal,skill/competence
understand Berber speech | comprehend spoken Berber | listen to Berber | understanding spoken Berber | interpret spoken Berber | make sense of spoken Berber | comprehend spoken Tamazight,Berber,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c445a2f0-9f97-432d-a1be-f2b54a53576e,Comprehend orally expressed Berber.,understand spoken Berber,transversal,skill/competence
be fluent in Dutch | interacting verbally in Dutch | speak Dutch | verbally interact in Dutch | communicate verbally in Dutch | speak Flemish,Dutch,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c44b765b-76fb-4a16-be7e-9925beee072c,Communicate orally in Dutch.,interact verbally in Dutch,transversal,skill/competence
speak Telugu | be fluent in Telugu | verbally interact in Telugu | interacting verbally in Telugu | communicate verbally in Telugu,Telugu,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c551614f-5542-460e-9a86-bfcdf160e230,Communicate orally in Telugu.,interact verbally in Telugu,transversal,skill/competence
,languages | language,http://data.europa.eu/esco/skill/L1 | http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,The Serbian language.,Serbian,transversal,knowledge
show competency in written Belarusian | correspond in written Belarusian | writing Belarusian,Belarusian,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c5ef5813-ef1d-4a22-8fce-16b1dcf93ea1,Compose written texts in Belarusian.,write Belarusian,transversal,skill/competence
understanding written Estonian | make sense of written Estonian | read Estonian | interpret written Estonian | comprehend written Estonian | understand Estonian writing,Estonian,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c6b70785-fce7-4089-8250-21c97ca0ad8f,Read and comprehend written texts in Estonian.,understand written Estonian,transversal,skill/competence
show competency in written Marathi | writing Marathi | correspond in written Marathi,Marathi,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c73e355b-89c8-4831-968e-f146f2ae970c,Compose written texts in Marathi.,write Marathi,transversal,skill/competence
understanding spoken Romanian | understand spoken Moldavian | listen to Moldovan | interpret spoken Romanian | comprehend spoken Romanian | listen to Moldavian | listen to Romanian | make sense of spoken Romanian | understand spoken Moldovan | understand Romanian speech,Romanian,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c8c283af-3d77-4212-93ab-1b3de6a79e96,Comprehend orally expressed Romanian.,understand spoken Romanian,transversal,skill/competence
understanding spoken Icelandic | make sense of spoken Icelandic | understand Icelandic speech | interpret spoken Icelandic | listen to Icelandic | comprehend spoken Icelandic,Icelandic,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c8d2416e-7db3-4f63-bce3-075f1fea66ea,Comprehend orally expressed Icelandic.,understand spoken Icelandic,transversal,skill/competence
interpret written Danish | read Danish | understanding written Danish | comprehend written Danish | understand Danish writing | make sense of written Danish,Danish,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c98c8578-6654-4d76-8391-ecfe59abce22,Read and comprehend written texts in Danish.,understand written Danish,transversal,skill/competence
communicate verbally in Javanese | speak basa jawa | speak cara jawa | speak Javanese | verbally interact in Javanese | interacting verbally in Javanese | be fluent in Javanese,Javanese,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9ba0570-f751-4023-9851-5a0826e722cc,Communicate orally in Javanese.,interact verbally in Javanese,transversal,skill/competence
interpret written Russian | comprehend written Russian | understand Russian writing | make sense of written Russian | understanding written Russian | read Russian,Russian,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca58a2d3-b901-42b2-b85f-b2b83aeadbea,Read and comprehend written texts in Russian.,understand written Russian,transversal,skill/competence
correspond in written Italian | show competency in written Italian | writing Italian,Italian,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca81a475-f76c-4318-bdd7-4f1f3605e798,Compose written texts in Italian.,write Italian,transversal,skill/competence
speak Yiddish | be fluent in Yiddish | interacting verbally in Yiddish | verbally interact in Yiddish | communicate verbally in Yiddish,Yiddish,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/caac02b1-ab96-477e-a7a7-295c9d9e037f,Communicate orally in ​Yiddish.,interact verbally in Yiddish,transversal,skill/competence
from Holland | from the Netherlands,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,The Dutch language. Dutch is an official and working language of the EU.,Dutch,transversal,knowledge
,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,The Maltese language. Maltese is an official and working language of the EU.,Maltese,transversal,knowledge
make sense of written Occitan | read Occitan | understand Occitan writing | interpret written Occitan | comprehend written Occitan | understanding written Occitan | comprehend written Languedoc | comprehend written Provençal,Occitan,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cba8e108-dd50-43ab-8100-13690408a69c,Read and comprehend written texts in ​Occitan.,understand written Occitan,transversal,skill/competence
interpret spoken Swedish | comprehend spoken Swedish | understanding spoken Swedish | understand Swedish speech | make sense of spoken Swedish | listen to Swedish,Swedish,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd6484a2-bfa2-4371-8e2f-1ffa2a22dac4,Comprehend orally expressed Swedish.,understand spoken Swedish,transversal,skill/competence
verbally interact in Ukrainian | communicate verbally in Ukrainian | speak Ukrainian | interacting verbally in Ukrainian | be fluent in Ukrainian,Ukrainian,http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cda53197-9c99-404a-ac8a-d8c8550ca98d,Communicate orally in Ukrainian.,interact verbally in Ukrainian,transversal,skill/competence
write Castilian | correspond in written Spanish | show competency in written Spanish | writing Spanish,Spanish,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cec6cd92-d709-42cc-9a6e-6a7dd48b9e08,Compose written texts in Spanish.,write Spanish,transversal,skill/competence
Limburgic,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,The Limburgish language.,Limburgish,transversal,knowledge
correspond in written Arabic | writing Arabic | show competency in written Arabic,Arabic,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cf9e867f-08d7-48a8-8d11-c63bd8a65f89,Compose written texts in Arabic.,write Arabic,transversal,skill/competence
understand Russian speech | interpret spoken Russian | make sense of spoken Russian | comprehend spoken Russian | understanding spoken Russian | listen to Russian,Russian,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d0898934-7335-480f-a986-b9b05b54c718,Comprehend orally expressed Russian.,understand spoken Russian,transversal,skill/competence
show competency in written Yiddish | writing Yiddish | correspond in written Yiddish,Yiddish,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d10fe458-ceb5-4a40-83f4-b8ef318bf566,Compose written texts in Yiddish.,write Yiddish,transversal,skill/competence
make sense of written Chinese | understand written Mandarin | understand Chinese writing | read Chinese | read Mandarin | interpret written Chinese | comprehend written Chinese | comprehend written Cantonese | understanding written Chinese | comprehend written Standard Chinese,Chinese,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d16bc537-ede5-440e-a921-7e9c5e995633,Read and comprehend written texts in Chinese.,understand written Chinese,transversal,skill/competence
show competency in written Basque | correspond in written Basque | writing Basque,Basque,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d21bcba8-ecf5-4ac3-9a6c-25a5afa42ea2,Compose written texts in Basque.,write Basque,transversal,skill/competence
interpret written Vietnamese | understanding written Vietnamese | comprehend written Vietnamese | read Vietnamese | understand Vietnamese writing | make sense of written Vietnamese,Vietnamese,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d4956f26-d8e3-4cca-9114-a3098f4fafbf,Read and comprehend written texts in Vietnamese.,understand written Vietnamese,transversal,skill/competence
,languages | language,http://data.europa.eu/esco/skill/L1 | http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,The Walloon language.,Walloon,transversal,knowledge
,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,The Yiddish language.,Yiddish,transversal,knowledge
,languages | language,http://data.europa.eu/esco/skill/L1 | http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,The Bulgarian language. Bulgarian is an official and working language of the EU.,Bulgarian,transversal,knowledge
understand Kurdish writing | comprehend written Kurdish | make sense of written Kurdish | read Kurdish | interpret written Kurdish | understanding written Kurdish,Kurdish,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d687187f-9f8f-4c3f-b0a0-230595b7f3af,Read and comprehend written texts in ​Kurdish.,understand written Kurdish,transversal,skill/competence
be fluent in Vietnamese | interacting verbally in Vietnamese | speak Vietnamese | verbally interact in Vietnamese | communicate verbally in Vietnamese,Vietnamese,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6dbc6ea-9bb6-4a8f-9bc2-e9299d74fff9,Communicate orally in Vietnamese.,interact verbally in Vietnamese,transversal,skill/competence
comprehend written Bosnian | read Bosnian | understand Bosnian writing | understanding written Bosnian | interpret written Bosnian | make sense of written Bosnian,Bosnian,http://data.europa.eu/esco/skill/a9fdd2c9-4295-4407-ba3c-1547cbce40a2,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d88d546f-c06d-40f0-9810-3a914abb5444,Read and comprehend written texts in Bosnian.,understand written Bosnian,transversal,skill/competence
comprehend spoken Yiddish | understanding spoken Yiddish | understand Yiddish speech | interpret spoken Yiddish | listen to Yiddish | make sense of spoken Yiddish,Yiddish,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d937b5aa-8337-4d47-8281-6a67c905569a,Comprehend orally expressed Yiddish.,understand spoken Yiddish,transversal,skill/competence
,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,The Hindi language.,Hindi,transversal,knowledge
comprehend spoken Turkish | understand Turkish speech | listen to Turkish | interpret spoken Turkish | understanding spoken Turkish | make sense of spoken Turkish,Turkish,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d974d81a-a8db-430d-a3fe-b064bd6a374f,Comprehend orally expressed Turkish.,understand spoken Turkish,transversal,skill/competence
comprehend spoken Ukrainian | understanding spoken Ukrainian | interpret spoken Ukrainian | listen to Ukrainian | make sense of spoken Ukrainian | understand Ukrainian speech,Ukrainian,http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9916072-47e1-4466-9908-e7d8f654adc9,Comprehend orally expressed Ukrainian.,understand spoken Ukrainian,transversal,skill/competence
,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da0795a7-6866-4afc-81ed-5e3aa398f058,The Czech language.Czech is an official and working language of the EU.,Czech,transversal,knowledge
read Slovenian | comprehend written Slovene | make sense of written Slovenian | comprehend written Slovenian | interpret written Slovenian | understanding written Slovenian | understand Slovenian writing,Slovenian,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da4fed26-1991-45bd-b7e0-4eded5dcee10,Read and comprehend written texts in Slovenian.,understand written Slovenian,transversal,skill/competence
interacting verbally in Kurdish | communicate verbally in Kurdish | speak Kurdish | verbally interact in Kurdish | be fluent in Kurdish,Kurdish,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db751c12-2062-477b-b2b2-6be80daa1ff8,Communicate orally in ​Kurdish.,interact verbally in Kurdish,transversal,skill/competence
verbally interact in Polish | interacting verbally in Polish | speak Polish | be fluent in Polish | communicate verbally in Polish,Polish,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dc052a4f-fb8e-4edb-a575-3a63ddd5b94b,Communicate orally in Polish.,interact verbally in Polish,transversal,skill/competence
