commodity_code,commodity_title,example,onet_soc_code,title
44111803,Compasses,Dividers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
23241801,Drill press or radial drill,Drill presses,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111505,Punches or nail sets or drifts,Drive punches,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111802,Liquid penetrant examination equipment,Dye penetrant inspection equipment,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111801,Eddy current examination equipment,Eddy current inspection equipment,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111934,Force or torque sensors,Electronic torque testers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
46191601,Fire extinguishers,Fire extinguishers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111929,Flat hand file,Flat files,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111701,Screwdrivers,Flat head screwdrivers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41112501,Flowmeters,Flow meters,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111803,Magnetic particle examination equipment,Fluorescent penetrant inspection equipment,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111934,Force or torque sensors,Force transducers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
24101603,Forklifts,Forklifts,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111807,IR 192 radiography examination equipment,Gamma ray testing equipment,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
23242504,Gantry milling machine,Gantry mills,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
23271707,Gas welding or brazing or cutting apparatus,Gas arc welding equipment,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111618,Gage block set,Gauge blocks,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111619,Go or no go gauge,Go/no-go gauges,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111918,Gyroscopic instruments,Gyroscopes,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111559,Hacksaw,Hacksaws,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111931,Half round file,Half-round files,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111519,Tinners snips,Hand snips,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111726,Spanner wrenches,Hook spanner wrenches,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
24101610,Manipulators,Hydrasets,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41116401,Impact hammers,Impact hammers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41115321,Infrared imagers,Infrared inspection equipment,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111943,Farmers own file,Knife files,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41115307,Lasers,Lasers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
44111803,Compasses,Layout compasses,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111803,Magnetic particle examination equipment,Magnetic particle inspection equipment,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111601,Mallets,Mallets,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41115404,Mass spectrometers,Mass spectrometers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111601,Micrometers,Micrometers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111940,Mill saw file,Mill files,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
23242505,Profiling and duplicating milling machine,Multi-axis mills,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111767,Offset screw driver,Offset screwdrivers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111706,Open end wrenches,Open end wrenches,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
24101620,Track cranes,Overhead cranes,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
23153501,Paint application system,Paint booths,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
43211508,Personal computers,Personal computers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111505,Punches or nail sets or drifts,Pin punches,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111614,Height gauges,Planer gauges,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111619,Go or no go gauge,Plug gauges,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
23241615,Taps,Plug taps,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27112710,Power screwguns,Power screwdrivers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111944,Precision file,Precision files,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41112403,Pressure indicators,Pressure gauges,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111505,Punches or nail sets or drifts,Prick punches,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
44111806,Protractors,Protractors,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
46182002,Respirators,Purifying respirators,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
12131704,Explosive initiators,Pyrotechnic initiators,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111701,Screwdrivers,Reed and Prince screwdrivers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27112402,Rivet tools,Riveting tools,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111930,Round file,Round files,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
46181804,Goggles,Safety goggles,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
46182302,Fall protection lanyard,Safety lanyards,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27112160,Wire twister,Safety wire pliers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
30191502,Scaffolding,Scaffolding,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27112303,Scribers,Scribers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41114624,Vibration testers,Shakers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
23271409,Shielded metal arc welding or stick welding machine,Shielded arc welding tools,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
23101518,Shot peen machine,Shot peening equipment,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
23242505,Profiling and duplicating milling machine,Skin mills,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111647,Hole gauge,Small hole gauges,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111623,Thickness measuring devices,Snap gauges,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111704,Sockets,Socket wrenches,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27111602,Hammers,Soft face hammers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
23271603,Soldering iron,Soldering irons,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
27112810,Thread repair kits,Split dies,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
41111621,Calipers,Spring calipers,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
